artist_id,artist_name,user_id,artist_popularity,followers
66,Jimmy Witherspoon,1066,34,79796
67,R.L. Burnside,1067,44,172324
68,Bo Diddley,1068,47,209866
69,Blind Willie Johnson,1069,33,72975
70,Lonnie Johnson,1070,29,49631
71,Sonny Terry and Brownie McGhee,1071,27,40114
72,Robert Nighthawk,1072,24,28247
73,Sonny Terry,1073,32,66567
74,Sonny Boy Williamson I,1074,27,40115
75,David Honeyboy Edwards,1075,24,28234
76,Johnny Copeland,1076,32,66591
77,Junior Kimbrough,1077,39,120171
78,Eddie Taylor,1078,24,28234
79,Juke Boy Bonner,1079,29,49646
80,Blind Lemon Jefferson,1080,28,44713
81,Carey Bell,1081,29,49642
82,Mance Lipscomb,1082,27,40104
83,Jimmie Vaughan,1083,39,120167
84,Furry Lewis,1084,27,40118
85,Byther Smith,1085,28,44711
86,John Mayall  The Bluesbreakers,1086,48,223510
87,Sleepy John Estes,1087,22,21793
88,B.B. King,1088,61,457694
89,Pee Wee Crayton,1089,32,66580
90,Son Seals,1090,35,86995
91,John Mayall,1091,44,172346
92,Leroy Carr,1092,23,24878
93,Lead Belly,1093,39,120165
94,Johnny Winter,1094,45,184311
95,Mike Bloomfield,1095,38,111214
96,Guitar Slim,1096,30,54906
97,Melvin Taylor,1097,42,149967
98,Little Milton,1098,37,102699
99,William Clarke,1099,27,40120
100,Lonnie Mack,1100,35,87000
101,Taj Mahal,1101,54,317875
102,Brownie McGhee,1102,31,60563
103,Jessie Mae Hemphill,1103,29,49646
104,Keb Mo,1104,52,283972
105,Bo Carter,1105,27,40120
106,Ronnie Earl,1106,35,87006
107,Robert Cray,1107,46,196819
108,Joe Louis Walker,1108,32,66590
109,Lonnie Brooks,1109,29,49634
110,Alvin Youngblood Hart,1110,29,49630
111,Pinetop Perkins,1111,30,54900
112,Peter Green,1112,44,172331
113,Bessie Smith,1113,38,111192
114,Lucky Peterson,1114,44,172318
115,A.C. Reed,1115,28,44715
116,Kim Wilson,1116,28,44701
117,Elmore James And The Broom Dusters,1117,1,3
118,Brownie McGee,1118,4,147
119,Roy Buchanan,1119,42,149966
120,Bobby Blue Bland,1120,47,209869
121,The Fabulous Thunderbirds,1121,44,172346
122,Big Joe Turner,1122,38,111191
123,Roosevelt Sykes,1123,20,16401
124,Mighty Joe Young,1124,35,86981
125,The Robert Cray Band,1125,39,120174
126,Canned Heat,1126,57,373671
127,Rev. Gary Davis,1127,29,49645
128,Eddy Clearwater,1128,26,35828
129,Floyd Dixon,1129,27,40107
130,Little Charlie  The Nightcats,1130,23,24880
131,John Primer,1131,25,31885
132,Duke Robillard,1132,30,54900
133,Magic Slim,1133,34,79785
134,Josh White,1134,22,21788
135,Corey Harris,1135,27,40119
136,Shemekia Copeland,1136,39,120195
137,Jimmy Dawkins,1137,31,60550
138,Guitar Shorty,1138,29,49640
139,J.J. Cale,1139,60,435659
140,Michael Burks,1140,31,60549
141,Mississippi Sheiks,1141,19,14087
142,Tony Joe White,1142,49,237729
143,Professor Longhair,1143,37,102705
144,Tommy Castro,1144,34,79773
145,Chris Cain,1145,28,44708
146,Stevie Ray Vaughan,1146,61,457698
147,Sam Hopkins,1147,11,2786
148,Robert Wilkins,1148,23,24884
149,Sister Rosetta Tharpe,1149,39,120178
150,Lurrie Bell,1150,27,40108
151,Tab Benoit,1151,45,184290
152,Eric Bibb,1152,42,149942
153,Screamin Jay Hawkins,1153,39,120198
154,Willie Dixon  Memphis Slim,1154,0,0
155,TModel Ford,1155,22,21800
156,Cephas  Wiggins,1156,18,12001
157,Scrapper Blackwell,1157,27,40103
158,Derek  The Dominos,1158,59,414270
159,Blind Blake,1159,27,40121
160,Kokomo Arnold,1160,21,18968
161,Kenny Neal,1161,30,54925
162,Ma Rainey,1162,28,44701
163,Big Bill Morganfield,1163,19,14081
164,Rory Gallagher,1164,54,317858
165,Ry Cooder,1165,51,267940
166,The Mannish Boys,1166,18,11998
167,Amos Milburn,1167,34,79795
168,Debbie Davies,1168,28,44714
169,Tinsley Ellis,1169,35,86995
170,Dr. John,1170,53,300614
171,The Derek Trucks Band,1171,44,172346
172,Eddie Cleanhead Vinson,1172,31,60545
173,Mississippi Heat,1173,22,21802
174,Sugar Blue,1174,26,35843
175,Memphis Jug Band,1175,22,21792
176,Katie Webster,1176,27,40121
177,Curtis Salgado,1177,31,60559
178,Doyle Bramhall,1178,34,79779
179,Otis Taylor,1179,40,129632
180,Dave Hole,1180,27,40111
181,Robert Pete Williams,1181,21,18981
182,Albert Cummings,1182,37,102700
183,Jonny Lang,1183,46,196801
184,Keith Richards,1184,45,184306
185,Smokin Joe Kubek  Bnois King,1185,28,44701
186,Coco Montoya,1186,30,54918
187,Pink Anderson,1187,20,16400
188,Robert Petway,1188,25,31886
189,Odetta,1189,43,160873
190,Ten Years After,1190,51,267911
191,Corey Stevens,1191,27,40098
192,C.W. Stoneking,1192,45,184317
193,Jimmy McCracklin,1193,27,40100
194,Victoria Spivey,1194,21,18968
195,Deborah Coleman,1195,27,40108
196,Jimmy Thackery,1196,30,54922
197,Bernard Allison,1197,30,54908
198,Henry Gray,1198,14,5691
199,Savoy Brown,1199,44,172328
200,Susan Tedeschi,1200,49,237714
201,Robert Belfour,1201,21,18967
202,Delbert McClinton,1202,46,196811
203,Big Maceo,1203,21,18972
204,Roomful Of Blues,1204,28,44694
205,Barbecue Bob,1205,15,6990
206,Casey Bill Weldon,1206,19,14088
207,Tom Principato,1207,28,44701
208,Henry Thomas,1208,27,40120
209,Johnnie Johnson,1209,30,54906
210,Larry McCray,1210,29,49647
211,Alan Lomax,1211,27,40103
212,Jimmy Thackery And The Drivers,1212,30,54905
213,Albert Castiglia,1213,29,49638
214,Jesse Fuller,1214,14,5684
215,Sonny Landreth,1215,36,94612
216,Omar and The Howlers,1216,34,79785
217,Elizabeth Cotten,1217,36,94644
218,Steve Cropper,1218,31,60547
219,Otis Grand,1219,13,4563
220,Doug MacLeod,1220,28,44701
221,Ronnie Baker Brooks,1221,30,54913
222,Bryan Lee,1222,12,3600
223,The Blues Brothers,1223,55,335787
224,Johnny Guitar Watson,1224,40,129607
225,The Dead South,1225,59,414249
226,John Mayer,1226,77,919024
227,Daniel Norgren,1227,46,196809
228,Eric Clapton,1228,71,720871
229,Oli Brown,1229,27,40095
230,Anthony Gomes,1230,30,54917
231,Bonnie Raitt,1231,59,414239
232,Etta James,1232,65,553539
233,Jimi Hendrix,1233,70,690958
234,Allman Brothers Band,1234,63,504092
235,Cream,1235,61,457710
236,Fleetwood Mac,1236,78,955260
237,Lafayette Leake,1237,31,60544
238,Clarence Carter,1238,46,196793
239,Larry Davis,1239,30,54910
240,Louis Jordan  His Tympany Five,1240,41,139532
241,Mamie Smith,1241,24,28244
242,Papa Charlie Jackson,1242,20,16408
243,Curley Weaver,1243,19,14079
244,Sylvester Weaver,1244,23,24874
245,St. Louis Jimmy Oden,1245,17,10130
246,Doctor Ross,1246,21,18972
247,Johnnie Temple,1247,21,18970
248,Frank Stokes,1248,18,11992
249,Lucille Bogan,1249,25,31888
250,James Kokomo Arnold,1250,13,4576
251,Count Basie,1251,60,435647
252,Big Maybelle,1252,34,79773
253,Big Brother  The Holding Company,1253,54,317849
254,Lucky Millinder,1254,29,49647
255,Ruth Brown,1255,42,149965
256,Camille Howard,1256,28,44694
257,Irma Thomas,1257,49,237708
258,Sugar Pie DeSanto,1258,44,172341
259,Trixie Smith,1259,23,24867
260,LaVern Baker,1260,40,129630
261,Billie Holiday,1261,63,504074
262,Memphis Minnie  Kansas Joe,1262,13,4568
263,Brenda Lee,1263,54,317856
264,Blue Lu Barker,1264,14,5698
265,Sweet Emma Barrett,1265,18,12002
266,Sippie Wallace,1266,16,8451
267,Alberta Adams,1267,10,2107
268,Clara Smith,1268,11,2786
269,Judy Henske,1269,27,40111
270,Bertha Chippie Hill,1270,10,2104
271,Gladys Bentley,1271,8,1090
272,Eva Taylor,1272,12,3611
273,Ada Brown,1273,4,146
274,Junior Parker,1274,29,49647
275,Nina Simone,1275,67,606054
276,Gary Clark Jr.,1276,59,414241
277,ACDC,1277,80,1030421
278,Jimmy Smith,1278,44,172315
279,Sam Cooke,1279,65,553478
280,The Rolling Stones,1280,77,919069
281,Fats Domino,1281,55,335823
282,The Yardbirds,1282,49,237704
283,Dinah Washington,1283,57,373667
284,James Brown,1284,62,480504
285,Amythyst Kiah,1285,44,172345
286,The War and Treaty,1286,43,160882
287,Tyler Bryant  the Shakedown,1287,44,172318
288,Leon Bridges,1288,71,720895
289,Kenny Sharp,1289,19,14098
290,Effie Zilch,1290,12,3603
291,Tedeschi Trucks Band,1291,55,335798
292,Drew Foust,1292,21,18971
293,Ben Harper,1293,62,480532
294,Bad Flamingo,1294,32,66582
295,Michael Kiwanuka,1295,64,528396
296,The Teskey Brothers,1296,57,373649
297,Son Little,1297,53,300606
298,The Revivalists,1298,57,373665
299,Anderson East,1299,50,252535
300,The Dip,1300,53,300594
301,Alabama Shakes,1301,60,435634
302,Jon Batiste,1302,57,373646
303,Jonny P,1303,35,86976
304,Lake Street Dive,1304,61,457744
305,Dan Auerbach,1305,55,335811
306,Robert Finley,1306,39,120188
307,Liam St. John,1307,46,196806
308,The Cold Stares,1308,44,172309
309,Cedric Burnside,1309,38,111194
310,St. Paul  The Broken Bones,1310,54,317854
311,The California Honeydrops,1311,50,252500
312,Allison Russell,1312,47,209884
313,Million Miles,1313,31,60554
314,North Mississippi Allstars,1314,46,196829
315,All Them Witches,1315,52,283957
316,Charley Crockett,1316,58,393600
317,The Black Keys,1317,70,690967
318,Leo Bud Welch,1318,28,44711
319,Liz Vice,1319,37,102689
320,Seratones,1320,36,94619
321,War  Pierce,1321,28,44700
322,Adia Victoria,1322,40,129637
323,Buffalo Nichols,1323,31,60546
324,Sam Burchfield,1324,44,172347
325,Davie,1325,34,79798
326,Nikki Lane,1326,48,223510
327,Josh Teskey,1327,39,120169
328,Christone Kingfish Ingram,1328,45,184317
329,Valerie June,1329,51,267914
330,Devon Gilfillian,1330,43,160886
331,Curtis Harding,1331,54,317851
332,Southern Avenue,1332,34,79788
333,John Hiatt,1333,57,373648
334,Black Pumas,1334,59,414278
335,Jnus Meyvant,1335,42,149950
336,Mirel Wagner,1336,28,44711
337,Early James,1337,39,120171
338,Benjamin Booker,1338,37,102698
339,The Sheepdogs,1339,47,209857
340,The Bros. Landreth,1340,37,102710
341,The Staple Singers,1341,56,354406
342,Luther Johnson,1342,32,66584
343,Gary Moore,1343,59,414281
344,Joe Bonamassa,1344,57,373674
345,Ray Charles,1345,65,553477
346,Pops Staples,1346,30,54924
347,Shuggie Otis,1347,50,252534
348,Jay McShann,1348,31,60546
349,Eric Gales,1349,40,129618
350,Esther Phillips,1350,44,172318
351,ZZ Top,1351,68,633548
352,Jason Isbell and the 400 Unit,1352,55,335816
353,Magic Slim  The Teardrops,1353,27,40095
354,Christine McVie,1354,39,120181
355,Don Bryant,1355,25,31879
356,Elles Bailey,1356,36,94639
357,Joanne Shaw Taylor,1357,42,149951
358,Aretha Franklin,1358,69,661830
359,Walter Trout,1359,40,129605
360,Bob Corritore,1360,28,44696
361,Angela Strehli,1361,31,60573
362,Kirk Fletcher,1362,33,72982
363,GA20,1363,34,79767
364,St. Paul Peterson,1364,21,18965
365,Fantastic Negrito,1365,46,196799
366,Hank Williams Jr.,1366,64,528393
367,Mick Kolassa,1367,25,31899
368,Miko Marks,1368,34,79767
369,Arthur Brown,1369,32,66580
370,Sass Jordan,1370,32,66568
371,Janiva Magness,1371,34,79776
372,Emanuel Casablanca,1372,20,16405
373,Ghost Hounds,1373,32,66585
374,Eric Johnson,1374,47,209865
375,Mavis Staples,1375,50,252512
376,Robin Trower,1376,44,172330
377,Dana Fuchs,1377,37,102702
378,Altered Five Blues Band,1378,27,40111
379,Gina Sicilia,1379,29,49647
380,Edgar Winter,1380,33,72989
381,Govt Mule,1381,48,223509
382,Son Of Dave,1382,30,54903
383,Vaneese Thomas,1383,56,354379
384,8 Ball Aitken,1384,21,18972
385,Popa Chubby,1385,36,94625
386,Gaye Alegbalola,1386,7,735
387,Rehab,1387,55,335785
388,Seth Walker,1388,29,49623
389,Micki Free,1389,15,6981
390,Andy Kahrs,1390,9,1546
391,Luke WinslowKing,1391,35,86986
392,Mike Clark  the Sugar Sounds,1392,27,40101
393,Clarence Spady,1393,8,1090
394,J.D. Simo,1394,28,44709
395,Jackie Venson,1395,31,60557
396,Hans Theessink,1396,28,44705
397,Omar Coleman,1397,17,10127
398,Dion,1398,56,354372
399,Sue Foley,1399,29,49621
400,Blues Traveler,1400,57,373651
401,Colin James,1401,40,129601
402,Danny Bryant,1402,28,44694
403,Sugaray Rayford,1403,32,66578
404,Dwight  Nicole,1404,19,14097
405,Tito Jackson,1405,18,11990
406,Flipsyde,1406,46,196813
407,Carolyn Wonderland,1407,28,44704
408,Davy Knowles,1408,33,72966
409,Melissa Etheridge,1409,53,300582
410,Samantha Fish,1410,41,139537
411,Big Daddy Wilson,1411,29,49626
412,Diesel,1412,45,184287
413,Seth James,1413,12,3604
414,Mike Zito,1414,35,87002
415,Kenny Wayne Shepherd,1415,54,317888
416,Santana,1416,70,690928
417,Chuck Berry,1417,64,528414
418,Marcus King,1418,56,354417
419,The Marcus King Band,1419,53,300582
420,The Record Company,1420,48,223515
421,George Thorogood  The Destroyers,1421,60,435617
422,Seasick Steve,1422,43,160904
423,Larkin Poe,1423,47,209879
424,Danielle Nicole,1424,35,86984
425,Zuzu Bollin,1425,28,44714
426,Beth Hart,1426,53,300576
427,Benny Walker,1427,28,44699
428,Joe Walsh,1428,57,373670
429,The Beatles,1429,83,1150514
430,Free,1430,59,414297
431,Wilbert Harrison,1431,36,94641
432,John Brim,1432,24,28229
433,Taste,1433,38,111203
434,Booker T.  the M.G.s,1434,55,335787
435,The Blues Band,1435,32,66591
436,Love Sculpture,1436,26,35836
437,Buster Benton,1437,32,66576
438,Frijid Pink,1438,27,40115
439,The Graham Bond Organisation,1439,27,40109
440,Tommy Tucker,1440,29,49632
441,Nita Rita  Ruby,1441,4,146
442,Savoy Brown Blues Band,1442,18,11994
443,The Art Wood Combo,1443,6,468
444,Bobby Guitar Bennett,1444,6,474
445,Jeff Beck,1445,57,373686
446,Drifting Charles,1446,3,65
447,The Muleskinners,1447,4,147
448,Tender Slim,1448,3,66
449,Alexis Korners Blues Incorporated,1449,23,24886
450,Chicken Shack,1450,36,94620
451,Al Kooper,1451,42,149953
452,The Electric Flag,1452,28,44711
453,Johann Sebastian Bach,1453,75,849426
454,George Frideric Handel,1454,63,504105
455,Johannes Brahms,1455,64,528408
456,Joseph Haydn,1456,55,335799
457,Frdric Chopin,1457,72,751711
458,Ludwig van Beethoven,1458,70,690962
459,Antonn Dvok,1459,58,393597
460,Ottorino Respighi,1460,52,283936
461,Maurice Ravel,1461,58,393612
462,Claude Debussy,1462,68,633495
463,Edvard Grieg,1463,61,457687
464,Giuseppe Verdi,1464,60,435611
465,Richard Wagner,1465,53,300590
466,Wolfgang Amadeus Mozart,1466,73,783374
467,Csar Franck,1467,44,172312
468,Franz Schubert,1468,63,504124
469,Jean Sibelius,1469,55,335780
470,Giacomo Puccini,1470,59,414268
471,Antonio Vivaldi,1471,68,633555
472,Richard Strauss,1472,48,223523
473,Anton Bruckner,1473,43,160889
474,Hector Berlioz,1474,39,120198
475,Frederick Delius,1475,47,209885
476,Max Bruch,1476,43,160882
477,Felix Mendelssohn,1477,58,393594
478,Aram Khachaturian,1478,50,252516
479,Ralph Vaughan Williams,1479,49,237746
480,Jacques Offenbach,1480,50,252509
481,Johann Strauss II,1481,54,317878
482,Gustav Holst,1482,51,267922
483,Bedich Smetana,1483,45,184295
484,Gabriel Faur,1484,60,435650
485,Edward Elgar,1485,55,335793
486,Tomaso Albinoni,1486,49,237738
487,Samuel Barber,1487,48,223503
488,Gustav Mahler,1488,52,283940
489,Franz Liszt,1489,60,435659
490,Luigi Boccherini,1490,51,267940
491,Henry Purcell,1491,52,283951
492,Pietro Mascagni,1492,46,196832
493,Georges Bizet,1493,57,373673
494,Dmitri Shostakovich,1494,56,354416
495,Carl Maria von Weber,1495,44,172322
496,Camille SaintSans,1496,63,504076
497,Joaqun Rodrigo,1497,47,209886
498,Robert Schumann,1498,62,480538
499,Johann Bach,1499,21,18972
500,Lo Delibes,1500,50,252550
501,Hugo Wolf,1501,26,35840
502,Igor Stravinsky,1502,48,223511
503,Niccol Paganini,1503,51,267927
504,Claudio Monteverdi,1504,44,172314
505,Jules Massenet,1505,51,267921
506,Charles Gounod,1506,48,223524
507,Alexander Borodin,1507,48,223520
508,George Gershwin,1508,49,237712
509,Erik Satie,1509,65,553533
510,Giovanni Battista Pergolesi,1510,43,160901
511,Carl Orff,1511,49,237728
512,Johann Strauss I,1512,39,120172
513,Amilcare Ponchielli,1513,44,172334
514,Manuel de Falla,1514,43,160873
515,Arcangelo Corelli,1515,54,317898
516,Christoph Willibald Gluck,1516,51,267906
517,Sergei Rachmaninoff,1517,61,457726
518,Ernest Chausson,1518,28,44711
519,Aaron Copland,1519,46,196820
520,Nikolai RimskyKorsakov,1520,49,237733
521,Arnold Schoenberg,1521,44,172320
522,Domenico Scarlatti,1522,48,223520
523,Fritz Kreisler,1523,46,196808
524,Pyotr Ilyich Tchaikovsky,1524,66,579373
525,Gioachino Rossini,1525,52,283929
526,Leonard Bernstein,1526,58,393645
527,Sergei Prokofiev,1527,54,317858
528,Mikhail Glinka,1528,33,72977
529,Pierre Boulez,1529,48,223495
530,Carl Philipp Emanuel Bach,1530,48,223493
531,Heinrich Schtz,1531,30,54929
532,Bla Bartk,1532,47,209865
533,Gyrgy Ligeti,1533,35,86987
534,Guillaume de Machaut,1534,28,44689
535,Benjamin Britten,1535,46,196809
536,Carl Nielsen,1536,36,94643
537,Zoltn Kodly,1537,28,44698
538,Georg Philipp Telemann,1538,51,267904
539,John Philip Sousa,1539,38,111210
540,Johann Pachelbel,1540,57,373656
541,Orlande de Lassus,1541,30,54916
542,Guillaume Dufay,1542,29,49623
543,Percy Grainger,1543,33,72988
544,Vincenzo Bellini,1544,43,160877
545,Darius Milhaud,1545,30,54924
546,Giovanni Gabrieli,1546,27,40108
547,Josef Suk,1547,21,18965
548,Henryk Wieniawski,1548,32,66588
549,Heitor VillaLobos,1549,41,139525
550,JeanPhilippe Rameau,1550,52,283971
551,Franois Couperin,1551,44,172339
552,Thomas Tallis,1552,35,87010
553,Antonio Salieri,1553,34,79787
554,Giovanni Pierluigi da Palestrina,1554,40,129621
555,David R. Gillingham,1555,11,2784
556,John Dowland,1556,42,149968
557,Jan Dismas Zelenka,1557,34,79787
558,Paul Hindemith,1558,33,72972
559,Alexander Glazunov,1559,42,149967
560,Roman Hoffstetter,1560,24,28247
561,Girolamo Frescobaldi,1561,33,72978
562,Olivier Messiaen,1562,33,72989
563,Lugwig van Beethoven,1563,1,3
564,Michael Praetorius,1564,36,94611
565,Josef Rejcha,1565,0,0
566,William Byrd,1566,34,79794
567,JeanBaptiste Lully,1567,44,172347
568,Anton Webern,1568,30,54908
569,Carl Davis,1569,40,129619
570,Hildegard von Bingen,1570,41,139543
571,Josquin des Prez,1571,34,79764
572,Carlo Gesualdo,1572,28,44688
573,John Adams,1573,38,111193
574,Osvaldo Golijov,1574,20,16403
575,Franz von Supp,1575,29,49628
576,Alessandro Scarlatti,1576,38,111221
577,Marin Marais,1577,40,129636
578,Alban Berg,1578,27,40105
579,Krzysztof Penderecki,1579,39,120186
580,Traditional,1580,58,393628
581,Johannes Ockeghem,1581,28,44706
582,Giuseppe Tartini,1582,42,149942
583,Protin,1583,28,44712
584,Julius Fuk,1584,29,49624
585,John Taverner,1585,21,18969
586,Charles Ives,1586,25,31900
587,Howard Blake,1587,38,111196
588,Luigi Cherubini,1588,35,86996
589,Leo Janek,1589,40,129627
590,William Lawes,1590,24,28239
591,Clara Schumann,1591,46,196798
592,Franz Schmidt,1592,12,3605
593,Arvo Prt,1593,51,267918
594,Gilles Binchois,1594,17,10130
595,Arthur Honegger,1595,20,16403
596,Ruggero Leoncavallo,1596,39,120184
597,Alfred Schnittke,1597,30,54920
598,MarcAntoine Charpentier,1598,35,86985
599,Jean Richafort,1599,9,1548
600,Heinrich Ignaz Franz von Biber,1600,38,111195
601,Vladimir Horowitz,1601,47,209894
602,Modest Mussorgsky,1602,48,223529
603,John Sheppard,1603,20,16412
604,Franco Margola,1604,2,22
605,Kurt Weill,1605,36,94621
606,Vieux Gaultier,1606,16,8456
607,Morton Gould,1607,30,54928
608,Anton Rubinstein,1608,32,66586
609,Leopold Mozart,1609,26,35848
610,Witold Lutosawski,1610,22,21793
611,Morton Feldman,1611,29,49619
612,Orlando Gibbons,1612,27,40119
613,Max Reger,1613,33,72975
614,Tylman Susato,1614,23,24863
615,Einojuhani Rautavaara,1615,24,28247
616,Paul Dukas,1616,35,86978
617,Thomas Weelkes,1617,19,14090
618,Alfonso X El Sabio,1618,29,49632
619,John Cooke,1619,0,0
620,Anonymous,1620,53,300587
621,Bohuslav Martin,1621,25,31883
622,Astor Piazzolla,1622,49,237726
623,Maurice Durufl,1623,29,49626
624,Toms Luis de Victoria,1624,32,66581
625,Alan Hovhaness,1625,24,28238
626,Thomas Morley,1626,25,31881
627,Jeremiah Clarke,1627,31,60545
628,Giulio Caccini,1628,34,79789
629,Daniel Bacheler,1629,18,12006
630,Dietrich Buxtehude,1630,37,102705
631,Jan Pieterszoon Sweelinck,1631,25,31884
632,Antonio de Cabezn,1632,19,14095
633,Louis Couperin,1633,29,49619
634,Henri Dutilleux,1634,19,14096
635,Karol Szymanowski,1635,35,87002
636,George Enescu,1636,25,31880
637,Sieur de Machy,1637,2,20
638,Alexander Scriabin,1638,49,237740
639,Hans Weck,1639,0,0
640,Francis Poulenc,1640,47,209873
641,Umberto Giordano,1641,35,86983
642,Giovanni Pacoloni,1642,2,20
643,Vincent Youmans,1643,23,24873
644,William Walton,1644,44,172345
645,Toru Takemitsu,1645,29,49622
646,Elinor Remick Warren,1646,0,0
647,Steve Reich,1647,43,160899
648,John Williams,1648,70,690941
649,John Cage,1649,38,111198
650,Isaac Albniz,1650,43,160875
651,Philip Glass,1651,60,435658
652,Jrg Widmann,1652,17,10119
653,Louise Farrenc,1653,31,60567
654,The Anonymous,1654,26,35837
655,Vclav Jan Krtitel Tomsek,1655,0,0
656,Mstislav Rostropovich,1656,48,223508
657,Peter Maxwell Davies,1657,27,40099
658,Tarquinio Merula,1658,19,14083
659,Edgar Meyer,1659,45,184284
660,Morten Lauridsen,1660,36,94627
661,Max Richter,1661,71,720893
662,Samuel ColeridgeTaylor,1662,40,129625
663,Joseph Boulogne Chevalier de SaintGeorges,1663,35,87004
664,Alison Balsom,1664,36,94642
665,Florence Beatrice Price,1665,40,129637
666,Jess Gillam,1666,41,139524
667,Andr Previn,1667,58,393645
668,Johann Nepomuk Hummel,1668,33,72992
669,Yann Tiersen,1669,62,480511
670,Austin Wintory,1670,47,209855
671,Jan Garbarek,1671,46,196827
672,Nino Rota,1672,53,300609
673,Stanley Myers,1673,42,149948
674,Remo Giazotto,1674,42,149972
675,Germaine Tailleferre,1675,35,86977
676,Nadia Boulanger,1676,32,66581
677,John Tavener,1677,34,79797
678,Amy Beach,1678,45,184275
679,Erich Wolfgang Korngold,1679,38,111224
680,Michael Nyman,1680,51,267909
681,Nathan Milstein,1681,31,60565
682,Shinichi Suzuki,1682,39,120160
683,Mela Tenenbaum,1683,31,60568
684,Emmy Verhey,1684,29,49630
685,Pablo de Sarasate,1685,40,129635
686,Tenenbaum  Kapp,1686,5,280
687,Jennifer Higdon,1687,17,10122
688,Daniel Jang,1688,53,300593
689,Franz Drdla,1689,3,65
690,Sarah Brightman,1690,55,335792
691,Karoly Botvay,1691,46,196790
692,John Field,1692,48,223506
693,Morgan Pochin,1693,15,6986
694,Slovak Radio Symphony Orchestra,1694,51,267910
695,Karl Jenkins,1695,57,373674
696,Alexander Litvinovsky,1696,30,54915
697,Howard Hanson,1697,25,31884
698,Domenico Cimarosa,1698,45,184299
699,Manuel Blancafort,1699,33,72987
700,Ludovico Einaudi,1700,76,883731
701,Joe Hisaishi,1701,67,606061
702,Jhann Jhannsson,1702,61,457705
703,Carlos Cipa,1703,50,252509
704,Jean Rondeau,1704,33,72974
705,Tony Anderson,1705,51,267920
706,lafur Arnalds,1706,63,504119
707,Felix Rsch,1707,36,94631
708,Joep Beving,1708,59,414253
709,Ola Gjeilo,1709,54,317858
710,Daigo Hanada,1710,51,267929
711,Ennio Morricone,1711,63,504097
712,GEL,1712,45,184305
713,Tom Ashbrook,1713,42,149950
714,Sigvaldi Kaldalns,1714,49,237744
715,Louis Vierne,1715,24,28226
716,Komitas,1716,34,79778
717,Tigran Hamasyan,1717,41,139545
718,Toivo Kuula,1718,24,28226
719,Valentin Silvestrov,1719,50,252533
720,William Grant Still,1720,42,149964
721,Mikael Ayrapetyan,1721,37,102709
722,Vkingur lafsson,1722,61,457693
723,Ignaz Friedman,1723,42,149982
724,Georg Holm,1724,28,44713
725,Federico Mompou,1725,39,120198
726,Damjan Krajacic,1726,25,31883
727,Baal HaSulam,1727,24,28228
728,Angela Morley,1728,15,6989
729,Alexis Ffrench,1729,60,435652
730,Roger Eno,1730,47,209869
